groupe_id,debut_semaine,numero_semaine,annee,mois,_conso_reelle,conso_semaine_1,conso_moyenne_4sem,tendance_ratio_accel,campagne_nb_30j,budget_quota_libre,budget_ratio_libre,saison_multiplicateur,saison_conso_historique_semaine,evenement_prochain_jours,jours_avant_zero_rythme_event,target_conso_7j,target_conso_14j,target_conso_30j
1,2023-04-10 00:00:00+01:00,15,2023,4,2625.0,2727.0,2578.75,1.0575,3,5764.0,0.2015,5.03,2578.75,1.0,3.1106,2830.0,4697.0,7849.0
1,2023-04-17 00:00:00+01:00,16,2023,4,2830.0,2625.0,2554.75,1.0275,2,3139.0,0.1098,5.24,2554.75,1.0,1.6414,1867.0,3640.0,6569.0
1,2023-04-24 00:00:00+01:00,17,2023,4,1867.0,2830.0,2640.5,1.0718,3,309.0,0.0108,5.24,2640.5,1.0,0.1563,1773.0,3152.0,6166.0
1,2023-05-01 00:00:00+01:00,18,2023,5,1773.0,1867.0,2512.25,0.7432,2,0.0,0.0,3.35,2512.25,1.0,999.0,1379.0,2929.0,6210.0
1,2023-05-08 00:00:00+01:00,19,2023,5,1379.0,1773.0,2273.75,0.7798,3,6720.0,0.188,3.03,2273.75,1.0,6.8278,1550.0,3014.0,6193.0
1,2023-05-15 00:00:00+01:00,20,2023,5,1550.0,1379.0,1962.25,0.7028,2,5341.0,0.1494,2.58,1962.25,1.0,7.3849,1464.0,3281.0,6496.0
1,2023-05-22 00:00:00+01:00,21,2023,5,1464.0,1550.0,1642.25,0.9438,3,3791.0,0.106,2.58,1642.25,1.0,6.2632,1817.0,3179.0,6825.0
1,2023-05-29 00:00:00+01:00,22,2023,5,1817.0,1464.0,1541.5,0.9497,2,2327.0,0.0651,2.64,1541.5,1.0,4.0026,1362.0,3215.0,6605.0
1,2023-06-05 00:00:00+01:00,23,2023,6,1362.0,1817.0,1552.5,1.1704,3,510.0,0.0143,2.64,1552.5,1.0,0.871,1853.0,3646.0,6735.0
1,2023-06-12 00:00:00+01:00,24,2023,6,1853.0,1362.0,1548.25,0.8797,2,6298.0,0.1468,3.13,1548.25,1.0,9.0974,1793.0,3390.0,6422.0
1,2023-06-19 00:00:00+01:00,25,2023,6,1793.0,1853.0,1624.0,1.141,3,4445.0,0.1036,3.36,1624.0,1.0,5.7022,1597.0,3089.0,5735.0
1,2023-06-26 00:00:00+01:00,26,2023,6,1597.0,1793.0,1706.25,1.0508,2,2652.0,0.0618,3.36,1706.25,1.0,3.2381,1492.0,3032.0,5266.0
1,2023-07-03 00:00:00+01:00,27,2023,7,1492.0,1597.0,1651.25,0.9671,3,1055.0,0.0246,2.53,1651.25,1.0,1.7677,1540.0,2646.0,5171.0
1,2023-07-10 00:00:00+01:00,28,2023,7,1540.0,1492.0,1683.75,0.8861,2,6713.0,0.1341,2.65,1683.75,1.0,10.5315,1106.0,2234.0,4917.0
1,2023-07-17 00:00:00+01:00,29,2023,7,1106.0,1540.0,1605.5,0.9592,3,5173.0,0.1034,2.65,1605.5,1.0,8.5111,1128.0,2525.0,5278.0
1,2023-07-24 00:00:00+01:00,30,2023,7,1128.0,1106.0,1433.75,0.7714,2,4067.0,0.0813,2.45,1433.75,1.0,8.1046,1397.0,2683.0,5739.0
1,2023-07-31 00:00:00+01:00,31,2023,7,1397.0,1128.0,1316.5,0.8568,3,2939.0,0.0587,2.5,1316.5,1.0,6.2508,1286.0,2753.0,6046.0
1,2023-08-07 00:00:00+01:00,32,2023,8,1286.0,1397.0,1292.75,1.0806,2,8692.0,0.152,2.5,1292.75,1.0,18.8262,1467.0,3056.0,6995.0
1,2023-08-14 00:00:00+01:00,33,2023,8,1467.0,1286.0,1229.25,1.0462,3,7406.0,0.1295,2.5,1229.25,1.0,16.8695,1589.0,3293.0,7213.0
1,2023-08-21 00:00:00+01:00,34,2023,8,1589.0,1467.0,1319.5,1.1118,2,5939.0,0.1038,2.7,1319.5,1.0,11.6691,1704.0,3939.0,7075.0
1,2023-08-28 00:00:00+01:00,35,2023,8,1704.0,1589.0,1434.75,1.1075,3,4350.0,0.076,2.7,1434.75,1.0,7.8604,2235.0,3920.0,6834.0
1,2023-09-04 00:00:00+01:00,36,2023,9,2235.0,1704.0,1511.5,1.1274,2,2646.0,0.0463,3.52,1511.5,1.0,3.4813,1685.0,3136.0,6093.0
1,2023-09-11 00:00:00+01:00,37,2023,9,1685.0,2235.0,1748.75,1.2781,3,7561.0,0.1175,3.52,1748.75,1.0,8.5982,1451.0,2914.0,5848.0
1,2023-09-18 00:00:00+01:00,38,2023,9,1451.0,1685.0,1803.25,0.9344,2,5876.0,0.0913,2.7,1803.25,1.0,8.4481,1463.0,2957.0,5536.0
1,2023-09-25 00:00:00+01:00,39,2023,9,1463.0,1451.0,1768.75,0.8204,3,4425.0,0.0688,2.47,1768.75,1.0,7.09,1494.0,2934.0,5569.0
1,2023-10-02 00:00:00+01:00,40,2023,10,1494.0,1463.0,1708.5,0.8563,2,2962.0,0.046,2.47,1708.5,1.0,4.9133,1440.0,2579.0,5361.0
1,2023-10-09 00:00:00+01:00,41,2023,10,1440.0,1494.0,1523.25,0.9808,3,8618.0,0.1205,2.47,1523.25,1.0,16.0338,1139.0,2635.0,5369.0
1,2023-10-16 00:00:00+01:00,42,2023,10,1139.0,1440.0,1462.0,0.985,2,7178.0,0.1004,2.44,1462.0,1.0,14.0852,1496.0,2782.0,5800.0
1,2023-10-23 00:00:00+01:00,43,2023,10,1496.0,1139.0,1384.0,0.823,3,6039.0,0.0845,2.52,1384.0,1.0,12.1207,1286.0,2734.0,5643.0
1,2023-10-30 00:00:00+01:00,44,2023,10,1286.0,1496.0,1392.25,1.0745,2,4543.0,0.0635,2.52,1392.25,1.0,9.0641,1448.0,3018.0,6024.0
1,2023-11-06 00:00:00+01:00,45,2023,11,1448.0,1286.0,1340.25,0.9595,3,10407.0,0.1323,2.49,1340.25,1.0,21.8292,1570.0,2909.0,5771.0
1,2023-11-13 00:00:00+01:00,46,2023,11,1570.0,1448.0,1342.25,1.0788,2,8959.0,0.1139,2.49,1342.25,1.0,18.764,1339.0,3006.0,5636.0
1,2023-11-20 00:00:00+01:00,47,2023,11,1339.0,1570.0,1450.0,1.0828,3,7389.0,0.0939,2.44,1450.0,1.0,14.6193,1667.0,2862.0,5903.0
1,2023-11-27 00:00:00+01:00,48,2023,11,1667.0,1339.0,1410.75,0.9491,2,6050.0,0.0769,2.53,1410.75,1.0,11.8654,1195.0,2630.0,6929.0
1,2023-12-04 00:00:00+01:00,49,2023,12,1195.0,1667.0,1506.0,1.1069,3,4383.0,0.0557,2.53,1506.0,1.0,8.0524,1435.0,3041.0,7777.0
1,2023-12-11 00:00:00+01:00,50,2023,12,1435.0,1195.0,1442.75,0.8283,2,10338.0,0.1205,2.43,1442.75,1.0,20.6413,1606.0,4299.0,7751.0
1,2023-12-18 00:00:00+01:00,51,2023,12,1606.0,1435.0,1409.0,1.0185,3,8903.0,0.1038,2.52,1409.0,1.0,17.5518,2693.0,4736.0,7448.0
1,2023-12-25 00:00:00+01:00,52,2023,12,2693.0,1606.0,1475.75,1.0883,2,7297.0,0.085,4.76,385.0,1.0,7.2715,2043.0,3452.0,6242.0
1,2024-01-01 00:00:00+01:00,1,2024,1,2043.0,2693.0,1732.25,1.5546,3,4604.0,0.0537,4.76,1643.3333,1.0,3.9086,1409.0,2712.0,5740.0
1,2024-01-08 00:00:00+01:00,2,2024,1,1409.0,2043.0,1944.25,1.0508,2,9711.0,0.1045,3.53,1793.5,1.0,9.9046,1303.0,2790.0,5991.0
1,2024-01-15 00:00:00+01:00,3,2024,1,1303.0,1409.0,1937.75,0.7271,3,8302.0,0.0893,2.61,1630.5,1.0,11.4906,1487.0,3028.0,6230.0
1,2024-01-22 00:00:00+01:00,4,2024,1,1487.0,1303.0,1862.0,0.6998,2,6999.0,0.0753,2.61,1614.0,1.0,10.0812,1541.0,3201.0,6434.0
1,2024-01-29 00:00:00+01:00,5,2024,1,1541.0,1487.0,1560.5,0.9529,3,5512.0,0.0593,2.5,1534.0,1.0,9.8902,1660.0,3202.0,6250.0
1,2024-02-05 00:00:00+01:00,6,2024,2,1660.0,1541.0,1435.0,1.0739,2,3971.0,0.0427,2.66,1411.0,1.0,7.2822,1542.0,3233.0,6232.0
1,2024-02-12 00:00:00+01:00,7,2024,2,1542.0,1660.0,1497.75,1.1083,3,9461.0,0.0945,2.66,1456.5,1.0,16.6232,1691.0,3048.0,7365.0
1,2024-02-19 00:00:00+01:00,8,2024,2,1691.0,1542.0,1557.5,0.99,2,7919.0,0.0791,2.56,1432.5,1.0,13.9027,1357.0,2999.0,8101.0
1,2024-02-26 00:00:00+01:00,9,2024,2,1357.0,1691.0,1608.5,1.0513,3,6228.0,0.0622,2.56,1451.0,1.0,10.5873,1642.0,4317.0,9705.0
1,2024-03-04 00:00:00+01:00,10,2024,3,1642.0,1357.0,1562.5,0.8685,2,4871.0,0.0487,2.79,1824.5,1.0,7.8215,2675.0,5102.0,10974.0
1,2024-03-11 00:00:00+01:00,11,2024,3,2675.0,1642.0,1558.0,1.0539,3,10379.0,0.0968,4.42,2438.0,1.0,10.5503,2427.0,5388.0,11653.0
1,2024-03-18 00:00:00+01:00,12,2024,3,2427.0,2675.0,1841.25,1.4528,2,7704.0,0.0718,4.5,2604.0,1.0,6.5086,2961.0,5872.0,12222.0
1,2024-03-25 00:00:00+01:00,13,2024,3,2961.0,2427.0,2025.25,1.1984,3,5277.0,0.0492,4.5,2433.5,1.0,4.0532,2911.0,6265.0,11511.0
1,2024-04-01 00:00:00+01:00,14,2024,4,2911.0,2961.0,2426.25,1.2204,2,2316.0,0.0216,5.03,2553.5,1.0,1.3284,3354.0,6350.0,10346.0
1,2024-04-08 00:00:00+01:00,15,2024,4,3354.0,2911.0,2743.5,1.0611,3,6555.0,0.0573,5.03,2676.0,1.0,3.325,2996.0,5246.0,8670.0
1,2024-04-15 00:00:00+01:00,16,2024,4,2996.0,3354.0,2913.25,1.1513,2,3201.0,0.028,5.24,2727.5,1.0,1.4678,2250.0,3996.0,7011.0
1,2024-04-22 00:00:00+01:00,17,2024,4,2250.0,2996.0,3055.5,0.9805,3,205.0,0.0018,5.24,2348.5,1.0,0.0896,1746.0,3424.0,6297.0
1,2024-04-29 00:00:00+01:00,18,2024,4,1746.0,2250.0,2877.75,0.7819,2,0.0,0.0,3.35,1820.0,1.0,999.0,1678.0,3015.0,6038.0
1,2024-05-06 00:00:00+01:00,19,2024,5,1678.0,1746.0,2586.5,0.675,3,7150.0,0.0588,3.03,1576.0,1.0,6.3863,1337.0,2873.0,5902.0
1,2024-05-13 00:00:00+01:00,20,2024,5,1337.0,1678.0,2167.5,0.7742,2,5472.0,0.045,2.58,1464.5,1.0,6.8496,1536.0,3023.0,6608.0
1,2024-05-20 00:00:00+01:00,21,2024,5,1536.0,1337.0,1752.75,0.7628,3,4135.0,0.034,2.58,1507.0,1.0,6.4008,1487.0,3029.0,7198.0
1,2024-05-27 00:00:00+01:00,22,2024,5,1487.0,1536.0,1574.25,0.9757,2,2599.0,0.0214,2.64,1640.5,1.0,4.3775,1542.0,3585.0,7145.0
1,2024-06-03 00:00:00+01:00,23,2024,6,1542.0,1487.0,1509.5,0.9851,3,1112.0,0.0091,2.64,1589.5,1.0,1.9533,2043.0,4169.0,7381.0
1,2024-06-10 00:00:00+01:00,24,2024,6,2043.0,1542.0,1475.5,1.0451,2,6720.0,0.0522,3.13,1607.5,1.0,10.1855,2126.0,3560.0,7101.0
1,2024-06-17 00:00:00+01:00,25,2024,6,2126.0,2043.0,1652.0,1.2367,3,4677.0,0.0363,3.36,1823.0,1.0,5.8982,1434.0,3212.0,6327.0
1,2024-06-24 00:00:00+01:00,26,2024,6,1434.0,2126.0,1799.5,1.1814,2,2551.0,0.0198,3.36,1695.0,1.0,2.9534,1778.0,3541.0,6439.0
1,2024-07-01 00:00:00+01:00,27,2024,7,1778.0,1434.0,1786.25,0.8028,3,1117.0,0.0087,2.53,1544.5,1.0,1.7302,1763.0,3115.0,6152.0
1,2024-07-08 00:00:00+01:00,28,2024,7,1763.0,1778.0,1845.25,0.9636,2,6489.0,0.0478,2.65,1516.0,1.0,9.2891,1352.0,2898.0,5983.0
1,2024-07-15 00:00:00+01:00,29,2024,7,1352.0,1763.0,1775.25,0.9931,3,4726.0,0.0348,2.65,1323.0,1.0,7.0321,1546.0,3037.0,6149.0
1,2024-07-22 00:00:00+01:00,30,2024,7,1546.0,1352.0,1581.75,0.8547,2,3374.0,0.0248,2.45,1117.0,1.0,6.0945,1491.0,3085.0,6060.0
1,2024-07-29 00:00:00+01:00,31,2024,7,1491.0,1546.0,1609.75,0.9604,3,1828.0,0.0135,2.5,1262.5,1.0,3.1796,1594.0,3112.0,6043.0
1,2024-08-05 00:00:00+01:00,32,2024,8,1594.0,1491.0,1538.0,0.9694,2,337.0,0.0025,2.5,1341.5,1.0,0.6135,1518.0,2975.0,6521.0
1,2024-08-12 00:00:00+01:00,33,2024,8,1518.0,1594.0,1495.75,1.0657,3,5893.0,0.0412,2.5,1376.5,1.0,11.0315,1457.0,2931.0,6452.0
1,2024-08-19 00:00:00+01:00,34,2024,8,1457.0,1518.0,1537.25,0.9875,2,4375.0,0.0306,2.7,1528.0,1.0,7.3785,1474.0,3546.0,6381.0
1,2024-08-26 00:00:00+01:00,35,2024,8,1474.0,1457.0,1515.0,0.9617,3,2918.0,0.0204,2.7,1646.5,1.0,4.9935,2072.0,3521.0,6264.0
1,2024-09-02 00:00:00+01:00,36,2024,9,2072.0,1474.0,1510.75,0.9757,2,1444.0,0.0101,3.52,1969.5,1.0,1.9008,1449.0,2835.0,5582.0
1,2024-09-09 00:00:00+01:00,37,2024,9,1449.0,2072.0,1630.25,1.271,3,6522.0,0.0434,3.52,1960.0,1.0,7.9558,1386.0,2743.0,5549.0
1,2024-09-16 00:00:00+01:00,38,2024,9,1386.0,1449.0,1613.0,0.8983,2,5073.0,0.0338,2.7,1568.0,1.0,8.1539,1357.0,2747.0,5426.0
1,2024-09-23 00:00:00+01:00,39,2024,9,1357.0,1386.0,1595.25,0.8688,3,3687.0,0.0246,2.47,1457.0,1.0,6.5501,1390.0,2806.0,5557.0
1,2024-09-30 00:00:00+01:00,40,2024,9,1390.0,1357.0,1566.0,0.8665,2,2330.0,0.0155,2.47,1478.5,1.0,4.2166,1416.0,2679.0,5587.0
1,2024-10-07 00:00:00+01:00,41,2024,10,1416.0,1390.0,1395.5,0.9961,3,8090.0,0.0514,2.47,1467.0,1.0,16.4293,1263.0,2751.0,5513.0
1,2024-10-14 00:00:00+01:00,42,2024,10,1263.0,1416.0,1387.25,1.0207,2,6674.0,0.0424,2.44,1289.5,1.0,13.8019,1488.0,2908.0,5738.0
1,2024-10-21 00:00:00+01:00,43,2024,10,1488.0,1263.0,1356.5,0.9311,3,5411.0,0.0344,2.52,1317.5,1.0,11.0804,1420.0,2762.0,5561.0
1,2024-10-28 00:00:00+01:00,44,2024,10,1420.0,1488.0,1389.25,1.0711,2,3923.0,0.0249,2.52,1391.0,1.0,7.844,1342.0,2830.0,5621.0
1,2024-11-04 00:00:00+01:00,45,2024,11,1342.0,1420.0,1396.75,1.0166,3,2503.0,0.0159,2.49,1367.0,1.0,5.0378,1488.0,2799.0,5695.0
1,2024-11-11 00:00:00+01:00,46,2024,11,1488.0,1342.0,1378.25,0.9737,2,8311.0,0.0505,2.49,1509.0,1.0,16.9521,1311.0,2791.0,5429.0
1,2024-11-18 00:00:00+01:00,47,2024,11,1311.0,1488.0,1434.5,1.0373,3,6823.0,0.0415,2.44,1454.5,1.0,13.6453,1480.0,2896.0,5437.0
1,2024-11-25 00:00:00+01:00,48,2024,11,1480.0,1311.0,1390.25,0.943,2,5512.0,0.0335,2.53,1503.0,1.0,10.9697,1416.0,2638.0,6940.0
1,2024-12-02 00:00:00+01:00,49,2024,12,1416.0,1480.0,1405.25,1.0532,3,4032.0,0.0245,2.53,1431.0,1.0,7.9386,1222.0,2541.0,7638.0
1,2024-12-09 00:00:00+01:00,50,2024,12,1222.0,1416.0,1423.75,0.9946,2,9766.0,0.0569,2.43,1315.0,1.0,19.7594,1319.0,4302.0,7811.0
1,2024-12-16 00:00:00+01:00,51,2024,12,1319.0,1222.0,1357.25,0.9003,3,8544.0,0.0498,2.52,1520.5,1.0,17.4863,2983.0,5097.0,7967.0
1,2024-12-23 00:00:00+01:00,52,2024,12,2983.0,1319.0,1359.25,0.9704,2,7225.0,0.0421,4.76,1561.3333,1.0,7.8168,2114.0,3509.0,6468.0
1,2024-12-30 00:00:00+01:00,1,2025,12,2114.0,2983.0,1735.0,1.7193,3,4242.0,0.0247,4.76,1643.3333,1.0,3.5955,1395.0,2870.0,5939.0
1,2025-01-06 00:00:00+01:00,2,2025,1,1395.0,2114.0,1909.5,1.1071,2,9278.0,0.0519,3.53,1830.6,1.0,9.6351,1475.0,2959.0,6695.0
1,2025-01-13 00:00:00+01:00,3,2025,1,1475.0,1395.0,1952.75,0.7144,3,7883.0,0.0441,2.61,1493.25,1.0,10.8269,1484.0,3069.0,6445.0
1,2025-01-20 00:00:00+01:00,4,2025,1,1484.0,1475.0,1991.75,0.7406,2,6408.0,0.0358,2.61,1504.5,1.0,8.6287,1585.0,3736.0,6518.0
1,2025-01-27 00:00:00+01:00,5,2025,1,1585.0,1484.0,1617.0,0.9177,3,4924.0,0.0275,2.5,1524.0,1.0,8.5264,2151.0,3376.0,6546.0
1,2025-02-03 00:00:00+01:00,6,2025,2,2151.0,1585.0,1484.75,1.0675,2,3339.0,0.0187,2.66,1505.75,1.0,5.9181,1225.0,2782.0,5959.0
1,2025-02-10 00:00:00+01:00,7,2025,2,1225.0,2151.0,1673.75,1.2851,3,8338.0,0.0449,2.66,1528.75,1.0,13.1095,1557.0,3170.0,7304.0
1,2025-02-17 00:00:00+01:00,8,2025,2,1557.0,1225.0,1611.25,0.7603,2,7113.0,0.0383,2.56,1524.5,1.0,12.0711,1613.0,3177.0,8681.0
1,2025-02-24 00:00:00+01:00,9,2025,2,1613.0,1557.0,1629.5,0.9555,3,5556.0,0.0299,2.56,1487.5,1.0,9.3232,1564.0,4134.0,9477.0
1,2025-03-03 00:00:00+01:00,10,2025,3,1564.0,1613.0,1636.5,0.9856,2,3943.0,0.0212,2.79,1662.0,1.0,6.0451,2570.0,5504.0,11222.0
1,2025-03-10 00:00:00+01:00,11,2025,3,2570.0,1564.0,1489.75,1.0498,3,9529.0,0.0494,4.42,2298.25,1.0,10.13,2934.0,5343.0,12029.0
1,2025-03-17 00:00:00+01:00,12,2025,3,2934.0,2570.0,1826.0,1.4074,2,6959.0,0.036,4.5,2577.5,1.0,5.9283,2409.0,5718.0,12418.0
1,2025-03-24 00:00:00+01:00,13,2025,3,2409.0,2934.0,2170.25,1.3519,3,4025.0,0.0208,4.5,2563.75,1.0,2.885,3309.0,6686.0,12695.0
1,2025-03-31 00:00:00+01:00,14,2025,3,3309.0,2409.0,2369.25,1.0168,2,1616.0,0.0084,5.03,2744.75,1.0,0.9492,3377.0,6700.0,11394.0
1,2025-04-07 00:00:00+01:00,15,2025,4,3377.0,3309.0,2805.5,1.1795,3,6571.0,0.0328,5.03,2904.25,1.0,3.2595,3323.0,6009.0,9400.0
1,2025-04-14 00:00:00+01:00,16,2025,4,3323.0,3377.0,3007.25,1.123,2,3194.0,0.016,5.24,2951.25,1.0,1.4188,2686.0,4694.0,7571.0
1,2025-04-21 00:00:00+01:00,17,2025,4,2686.0,3323.0,3104.5,1.0704,3,0.0,0.0,5.24,2485.75,1.0,999.0,2008.0,3391.0,6406.0
1,2025-04-28 00:00:00+01:00,18,2025,4,2008.0,2686.0,3173.75,0.8463,2,0.0,0.0,3.35,1909.0,1.0,999.0,1383.0,2877.0,6023.0
1,2025-05-05 00:00:00+01:00,19,2025,5,1383.0,2008.0,2848.5,0.7049,3,0.0,0.0,3.03,1644.0,1.0,999.0,1494.0,3015.0,6021.0
1,2025-05-12 00:00:00+01:00,20,2025,5,1494.0,1383.0,2350.0,0.5885,2,5767.0,0.0278,2.58,1486.0,1.0,6.6583,1521.0,3146.0,6098.0
1,2025-05-19 00:00:00+01:00,21,2025,5,1521.0,1494.0,1892.75,0.7893,3,4273.0,0.0206,2.58,1471.75,1.0,6.1252,1625.0,3006.0,6670.0
1,2025-05-26 00:00:00+01:00,22,2025,5,1625.0,1521.0,1601.5,0.9497,2,2752.0,0.0133,2.64,1576.0,1.0,4.5563,1381.0,2952.0,6509.0
1,2025-06-02 00:00:00+01:00,23,2025,6,1381.0,1625.0,1505.75,1.0792,3,1127.0,0.0054,2.64,1552.0,1.0,1.9846,1571.0,3664.0,6629.0
1,2025-06-09 00:00:00+01:00,24,2025,6,1571.0,1381.0,1505.25,0.9175,2,6896.0,0.0321,3.13,1700.0,1.0,10.2457,2093.0,3557.0,6494.0
1,2025-06-16 00:00:00+01:00,25,2025,6,2093.0,1571.0,1524.5,1.0305,3,5325.0,0.0248,3.36,1953.75,1.0,7.277,1464.0,2965.0,6047.0
1,2025-06-23 00:00:00+01:00,26,2025,6,1464.0,2093.0,1667.5,1.2552,2,3232.0,0.0151,3.36,1737.5,1.0,4.038,1501.0,2937.0,5965.0
1,2025-06-30 00:00:00+01:00,27,2025,6,1501.0,1464.0,1627.25,0.8997,3,1768.0,0.0082,2.53,1575.25,1.0,3.0061,1436.0,3082.0,5927.0
1,2025-07-07 00:00:00+01:00,28,2025,7,1436.0,1501.0,1657.25,0.9057,2,7417.0,0.0335,2.65,1643.25,1.0,11.822,1646.0,3028.0,5985.0
1,2025-07-14 00:00:00+01:00,29,2025,7,1646.0,1436.0,1623.5,0.8845,3,5981.0,0.027,2.65,1440.25,1.0,9.7314,1382.0,2845.0,5699.0
1,2025-07-21 00:00:00+01:00,30,2025,7,1382.0,1646.0,1511.75,1.0888,2,4335.0,0.0196,2.45,1283.0,1.0,8.193,1463.0,2957.0,6420.0
1,2025-07-28 00:00:00+01:00,31,2025,7,1463.0,1382.0,1491.25,0.9267,3,2953.0,0.0133,2.5,1390.5,1.0,5.5446,1494.0,2854.0,6524.0
1,2025-08-04 00:00:00+01:00,32,2025,8,1494.0,1463.0,1481.75,0.9873,2,1490.0,0.0067,2.5,1442.0,1.0,2.8156,1360.0,3463.0,7293.0
1,2025-08-11 00:00:00+01:00,33,2025,8,1360.0,1494.0,1496.25,0.9985,3,7146.0,0.0312,2.5,1466.25,1.0,13.3726,2103.0,3670.0,7751.0
1,2025-08-18 00:00:00+01:00,34,2025,8,2103.0,1360.0,1424.75,0.9546,2,5786.0,0.0253,2.7,1507.75,1.0,10.5287,1567.0,3830.0,6980.0
1,2025-08-25 00:00:00+01:00,35,2025,8,1567.0,2103.0,1605.0,1.3103,3,3683.0,0.0161,2.7,1556.0,1.0,5.9492,2263.0,4081.0,6922.0
1,2025-09-01 00:00:00+01:00,36,2025,9,2263.0,1567.0,1631.0,0.9608,2,2116.0,0.0092,3.52,1871.25,1.0,2.58,1818.0,3150.0,6139.0
1,2025-09-08 00:00:00+01:00,37,2025,9,1818.0,2263.0,1823.25,1.2412,3,7003.0,0.0297,3.52,1860.25,1.0,7.6382,1332.0,2841.0,5725.0
1,2025-09-15 00:00:00+01:00,38,2025,9,1332.0,1818.0,1937.75,0.9382,2,5185.0,0.022,2.7,1492.75,1.0,6.9372,1509.0,2989.0,5784.0
1,2025-09-22 00:00:00+01:00,39,2025,9,1509.0,1332.0,1745.0,0.7633,3,3853.0,0.0163,2.47,1414.25,1.0,6.2576,1480.0,2884.0,5857.0
1,2025-09-29 00:00:00+01:00,40,2025,9,1480.0,1509.0,1730.5,0.872,2,2344.0,0.0099,2.47,1426.0,1.0,3.8387,1404.0,2795.0,5621.0
1,2025-10-06 00:00:00+01:00,41,2025,10,1404.0,1480.0,1534.75,0.9643,3,8014.0,0.033,2.47,1435.0,1.0,14.7983,1391.0,2973.0,5852.0
1,2025-10-13 00:00:00+01:00,42,2025,10,1391.0,1404.0,1431.25,0.981,2,6610.0,0.0272,2.44,1314.5,1.0,13.2493,1582.0,2826.0,5914.0
1,2025-10-20 00:00:00+01:00,43,2025,10,1582.0,1391.0,1446.0,0.962,3,5219.0,0.0215,2.52,1346.5,1.0,10.0257,1244.0,2879.0,5569.0
1,2025-10-27 00:00:00+01:00,44,2025,10,1244.0,1582.0,1464.25,1.0804,2,3637.0,0.015,2.52,1422.5,1.0,6.8996,1635.0,3088.0,5718.0
1,2025-11-03 00:00:00+01:00,45,2025,11,1635.0,1244.0,1405.25,0.8853,3,2393.0,0.0098,2.49,1374.0,1.0,4.7873,1453.0,2690.0,5568.0
