id,groupe_id,modificationDate,amount,status_id,numero_semaine,annee
110,5,2024-10-05,210,1,40,2024
111,1,2024-11-05,7150,1,45,2024
112,2,2024-11-05,1070,1,45,2024
113,3,2024-11-05,420,1,45,2024
114,4,2024-11-05,4650,1,45,2024
115,5,2024-11-05,210,1,45,2024
116,1,2024-12-05,7150,1,49,2024
117,2,2024-12-05,1605,1,49,2024
118,3,2024-12-05,420,1,49,2024
119,4,2024-12-05,4650,1,49,2024
120,5,2024-12-05,210,1,49,2024
121,1,2025-01-05,7150,1,1,2025
122,2,2025-01-05,1070,1,1,2025
123,3,2025-01-05,420,1,1,2025
124,4,2025-01-05,4650,1,1,2025
125,5,2025-01-05,210,1,1,2025
126,1,2025-02-05,7150,1,6,2025
127,2,2025-02-05,1070,1,6,2025
128,3,2025-02-05,420,1,6,2025
129,4,2025-02-05,4650,1,6,2025
130,5,2025-02-05,210,1,6,2025
131,1,2025-03-05,7150,1,10,2025
132,2,2025-03-05,1605,1,10,2025
133,3,2025-03-05,420,1,10,2025
134,4,2025-03-05,4650,1,10,2025
135,5,2025-03-05,210,1,10,2025
136,1,2025-04-05,7150,1,14,2025
137,2,2025-04-05,1070,1,14,2025
138,3,2025-04-05,420,1,14,2025
139,4,2025-04-05,4650,1,14,2025
140,5,2025-04-05,210,1,14,2025
141,1,2025-05-05,7150,1,19,2025
142,2,2025-05-05,1070,1,19,2025
143,3,2025-05-05,420,1,19,2025
144,4,2025-05-05,4650,1,19,2025
145,5,2025-05-05,210,1,19,2025
146,1,2025-06-05,7150,1,23,2025
147,2,2025-06-05,1070,1,23,2025
148,3,2025-06-05,420,1,23,2025
149,4,2025-06-05,4650,1,23,2025
150,5,2025-06-05,210,1,23,2025
151,1,2025-07-05,7150,1,27,2025
152,2,2025-07-05,1070,1,27,2025
153,3,2025-07-05,420,1,27,2025
154,4,2025-07-05,4650,1,27,2025
155,5,2025-07-05,210,1,27,2025
156,1,2025-08-05,7150,1,32,2025
157,2,2025-08-05,1070,1,32,2025
158,3,2025-08-05,420,1,32,2025
159,4,2025-08-05,4650,1,32,2025
160,5,2025-08-05,210,1,32,2025
161,1,2025-09-05,7150,1,36,2025
162,2,2025-09-05,1070,1,36,2025
163,3,2025-09-05,420,1,36,2025
164,4,2025-09-05,4650,1,36,2025
165,5,2025-09-05,210,1,36,2025
166,1,2025-10-05,7150,1,40,2025
167,2,2025-10-05,1070,1,40,2025
168,3,2025-10-05,420,1,40,2025
169,4,2025-10-05,4650,1,40,2025
170,5,2025-10-05,210,1,40,2025
171,1,2025-11-05,7150,1,45,2025
172,2,2025-11-05,1070,1,45,2025
173,3,2025-11-05,420,1,45,2025
174,4,2025-11-05,4650,1,45,2025
175,5,2025-11-05,210,1,45,2025
176,1,2025-12-05,7150,1,49,2025
177,2,2025-12-05,1605,1,49,2025
178,3,2025-12-05,420,1,49,2025
179,4,2025-12-05,4650,1,49,2025
180,5,2025-12-05,210,1,49,2025
181,1,2026-01-05,7150,1,2,2026
182,2,2026-01-05,1070,1,2,2026
183,3,2026-01-05,420,1,2,2026
184,4,2026-01-05,4650,1,2,2026
185,5,2026-01-05,210,1,2,2026
186,1,2026-02-05,7150,1,6,2026
187,2,2026-02-05,1070,1,6,2026
188,3,2026-02-05,420,1,6,2026
189,4,2026-02-05,4650,1,6,2026
190,5,2026-02-05,210,1,6,2026
191,1,2026-03-05,7150,1,10,2026
192,2,2026-03-05,1605,1,10,2026
193,3,2026-03-05,420,1,10,2026
194,4,2026-03-05,4650,1,10,2026
195,5,2026-03-05,210,1,10,2026
196,1,2026-04-05,7150,1,14,2026
197,2,2026-04-05,1070,1,14,2026
198,3,2026-04-05,420,1,14,2026
199,4,2026-04-05,4650,1,14,2026
200,5,2026-04-05,210,1,14,2026
201,1,2023-01-01,-385,2,52,2023
202,2,2023-01-01,-45,2,52,2023
203,3,2023-01-01,-15,2,52,2023
204,4,2023-01-01,-292,2,52,2023
205,5,2023-01-01,-2,2,52,2023
206,1,2023-01-02,-299,2,1,2023
207,2,2023-01-02,-40,2,1,2023
208,3,2023-01-02,-17,2,1,2023
209,4,2023-01-02,-247,2,1,2023
210,5,2023-01-02,-9,2,1,2023
211,1,2023-01-03,-363,2,1,2023
212,2,2023-01-03,-59,2,1,2023
213,3,2023-01-03,-22,2,1,2023
214,4,2023-01-03,-227,2,1,2023
215,5,2023-01-03,-8,2,1,2023
216,1,2023-01-04,-163,2,1,2023
217,2,2023-01-04,-21,2,1,2023
218,3,2023-01-04,-10,2,1,2023
219,4,2023-01-04,-103,2,1,2023
220,5,2023-01-04,-1,2,1,2023
221,1,2023-01-05,-219,2,1,2023
222,2,2023-01-05,-31,2,1,2023
223,3,2023-01-05,-10,2,1,2023
224,4,2023-01-05,-116,2,1,2023
225,5,2023-01-05,-5,2,1,2023
226,1,2023-01-06,-270,2,1,2023
227,2,2023-01-06,-33,2,1,2023
228,3,2023-01-06,-14,2,1,2023
229,4,2023-01-06,-157,2,1,2023
230,5,2023-01-06,-5,2,1,2023
231,1,2023-01-07,-262,2,1,2023
232,2,2023-01-07,-23,2,1,2023
233,3,2023-01-07,-3,2,1,2023
234,4,2023-01-07,-143,2,1,2023
235,5,2023-01-07,-5,2,1,2023
236,1,2023-01-08,-276,2,1,2023
237,2,2023-01-08,-26,2,1,2023
238,3,2023-01-08,-12,2,1,2023
239,4,2023-01-08,-127,2,1,2023
240,5,2023-01-08,-7,2,1,2023
241,1,2023-01-09,-219,2,2,2023
242,2,2023-01-09,-45,2,2,2023
243,3,2023-01-09,-12,2,2,2023
244,4,2023-01-09,-132,2,2,2023
245,5,2023-01-09,-5,2,2,2023
246,1,2023-01-10,-205,2,2,2023
247,2,2023-01-10,-18,2,2,2023
248,3,2023-01-10,-11,2,2,2023
249,4,2023-01-10,-49,2,2,2023
250,5,2023-01-10,-4,2,2,2023
251,1,2023-01-11,-224,2,2,2023
252,2,2023-01-11,-33,2,2,2023
253,3,2023-01-11,-13,2,2,2023
254,4,2023-01-11,-119,2,2,2023
255,5,2023-01-11,-7,2,2,2023
256,1,2023-01-12,-168,2,2,2023
257,2,2023-01-12,-27,2,2,2023
258,3,2023-01-12,-11,2,2,2023
259,4,2023-01-12,-134,2,2,2023
260,1,2023-01-13,-163,2,2,2023
261,2,2023-01-13,-17,2,2,2023
262,3,2023-01-13,-9,2,2,2023
263,4,2023-01-13,-63,2,2,2023
264,5,2023-01-13,-5,2,2,2023
265,1,2023-01-14,-540,2,2,2023
266,2,2023-01-14,-27,2,2,2023
267,3,2023-01-14,-11,2,2,2023
268,4,2023-01-14,-169,2,2,2023
269,5,2023-01-14,-4,2,2,2023
270,1,2023-01-15,-216,2,2,2023
271,2,2023-01-15,-36,2,2,2023
272,3,2023-01-15,-11,2,2,2023
273,4,2023-01-15,-140,2,2,2023
274,5,2023-01-15,-6,2,2,2023
275,1,2023-01-16,-202,2,3,2023
276,2,2023-01-16,-74,2,3,2023
277,3,2023-01-16,-14,2,3,2023
278,4,2023-01-16,-213,2,3,2023
279,5,2023-01-16,-6,2,3,2023
280,1,2023-01-17,-215,2,3,2023
281,2,2023-01-17,-22,2,3,2023
282,3,2023-01-17,-12,2,3,2023
283,4,2023-01-17,-146,2,3,2023
284,5,2023-01-17,-6,2,3,2023
285,1,2023-01-18,-194,2,3,2023
286,2,2023-01-18,-23,2,3,2023
287,3,2023-01-18,-10,2,3,2023
288,4,2023-01-18,-140,2,3,2023
289,5,2023-01-18,-6,2,3,2023
290,1,2023-01-19,-230,2,3,2023
291,2,2023-01-19,-30,2,3,2023
292,3,2023-01-19,-16,2,3,2023
293,4,2023-01-19,-124,2,3,2023
294,5,2023-01-19,-5,2,3,2023
295,1,2023-01-20,-267,2,3,2023
296,2,2023-01-20,-28,2,3,2023
297,3,2023-01-20,-10,2,3,2023
298,4,2023-01-20,-131,2,3,2023
299,5,2023-01-20,-2,2,3,2023
300,1,2023-01-21,-226,2,3,2023
301,2,2023-01-21,-19,2,3,2023
302,3,2023-01-21,-14,2,3,2023
303,4,2023-01-21,-127,2,3,2023
304,5,2023-01-21,-5,2,3,2023
305,1,2023-01-22,-192,2,3,2023
306,2,2023-01-22,-27,2,3,2023
307,3,2023-01-22,-3,2,3,2023
308,4,2023-01-22,-129,2,3,2023
309,5,2023-01-22,-6,2,3,2023
310,1,2023-01-23,-209,2,4,2023
311,2,2023-01-23,-30,2,4,2023
312,3,2023-01-23,-12,2,4,2023
313,4,2023-01-23,-107,2,4,2023
314,5,2023-01-23,-5,2,4,2023
315,1,2023-01-24,-130,2,4,2023
316,2,2023-01-24,-28,2,4,2023
317,3,2023-01-24,-12,2,4,2023
318,4,2023-01-24,-149,2,4,2023
319,5,2023-01-24,-5,2,4,2023
320,1,2023-01-25,-521,2,4,2023
321,2,2023-01-25,-31,2,4,2023
322,3,2023-01-25,-11,2,4,2023
323,4,2023-01-25,-166,2,4,2023
324,5,2023-01-25,-5,2,4,2023
325,1,2023-01-26,-231,2,4,2023
326,2,2023-01-26,-37,2,4,2023
327,3,2023-01-26,-14,2,4,2023
328,5,2023-01-26,-5,2,4,2023
329,1,2023-01-27,-163,2,4,2023
330,2,2023-01-27,-20,2,4,2023
331,3,2023-01-27,-13,2,4,2023
332,4,2023-01-27,-145,2,4,2023
333,5,2023-01-27,-5,2,4,2023
334,1,2023-01-28,-206,2,4,2023
335,2,2023-01-28,-20,2,4,2023
336,3,2023-01-28,-12,2,4,2023
337,4,2023-01-28,-116,2,4,2023
338,1,2023-01-29,-242,2,4,2023
339,2,2023-01-29,-29,2,4,2023
340,3,2023-01-29,-14,2,4,2023
341,4,2023-01-29,-137,2,4,2023
342,5,2023-01-29,-6,2,4,2023
343,1,2023-01-30,-145,2,5,2023
344,2,2023-01-30,-27,2,5,2023
345,3,2023-01-30,-13,2,5,2023
346,4,2023-01-30,-142,2,5,2023
347,5,2023-01-30,-7,2,5,2023
348,1,2023-01-31,-150,2,5,2023
349,2,2023-01-31,-36,2,5,2023
350,3,2023-01-31,-13,2,5,2023
351,4,2023-01-31,-121,2,5,2023
352,5,2023-01-31,-5,2,5,2023
353,1,2023-02-01,-254,2,5,2023
354,2,2023-02-01,-28,2,5,2023
355,3,2023-02-01,-4,2,5,2023
356,4,2023-02-01,-169,2,5,2023
357,5,2023-02-01,-6,2,5,2023
358,1,2023-02-02,-178,2,5,2023
359,2,2023-02-02,-36,2,5,2023
360,3,2023-02-02,-9,2,5,2023
361,4,2023-02-02,-113,2,5,2023
362,5,2023-02-02,-6,2,5,2023
363,1,2023-02-03,-219,2,5,2023
364,2,2023-02-03,-30,2,5,2023
365,3,2023-02-03,-13,2,5,2023
366,4,2023-02-03,-126,2,5,2023
367,5,2023-02-03,-7,2,5,2023
368,1,2023-02-04,-224,2,5,2023
369,2,2023-02-04,-32,2,5,2023
370,3,2023-02-04,-11,2,5,2023
371,4,2023-02-04,-146,2,5,2023
372,5,2023-02-04,-6,2,5,2023
373,1,2023-02-05,-196,2,5,2023
374,2,2023-02-05,-26,2,5,2023
375,3,2023-02-05,-11,2,5,2023
376,5,2023-02-05,-7,2,5,2023
377,1,2023-02-06,-190,2,6,2023
378,2,2023-02-06,-22,2,6,2023
379,3,2023-02-06,-14,2,6,2023
380,4,2023-02-06,-142,2,6,2023
381,5,2023-02-06,-6,2,6,2023
382,1,2023-02-07,-160,2,6,2023
383,2,2023-02-07,-26,2,6,2023
384,3,2023-02-07,-12,2,6,2023
385,4,2023-02-07,-89,2,6,2023
386,5,2023-02-07,-7,2,6,2023
387,1,2023-02-08,-181,2,6,2023
388,2,2023-02-08,-27,2,6,2023
389,4,2023-02-08,-106,2,6,2023
390,5,2023-02-08,-6,2,6,2023
391,1,2023-02-09,-180,2,6,2023
392,2,2023-02-09,-31,2,6,2023
393,3,2023-02-09,-12,2,6,2023
394,4,2023-02-09,-256,2,6,2023
395,5,2023-02-09,-5,2,6,2023
396,1,2023-02-10,-247,2,6,2023
397,2,2023-02-10,-30,2,6,2023
398,3,2023-02-10,-3,2,6,2023
399,4,2023-02-10,-134,2,6,2023
400,5,2023-02-10,-5,2,6,2023
401,1,2023-02-11,-247,2,6,2023
402,2,2023-02-11,-36,2,6,2023
403,3,2023-02-11,-11,2,6,2023
404,4,2023-02-11,-128,2,6,2023
405,5,2023-02-11,-6,2,6,2023
406,1,2023-02-12,-251,2,6,2023
407,2,2023-02-12,-28,2,6,2023
408,3,2023-02-12,-11,2,6,2023
409,4,2023-02-12,-96,2,6,2023
410,5,2023-02-12,-6,2,6,2023
411,1,2023-02-13,-139,2,7,2023
412,2,2023-02-13,-23,2,7,2023
413,3,2023-02-13,-11,2,7,2023
414,4,2023-02-13,-107,2,7,2023
415,5,2023-02-13,-7,2,7,2023
416,1,2023-02-14,-170,2,7,2023
417,2,2023-02-14,-30,2,7,2023
418,3,2023-02-14,-14,2,7,2023
419,4,2023-02-14,-119,2,7,2023
420,5,2023-02-14,-10,2,7,2023
421,1,2023-02-15,-184,2,7,2023
422,2,2023-02-15,-35,2,7,2023
423,3,2023-02-15,-11,2,7,2023
424,4,2023-02-15,-211,2,7,2023
425,5,2023-02-15,-5,2,7,2023
426,1,2023-02-16,-210,2,7,2023
427,2,2023-02-16,-24,2,7,2023
428,3,2023-02-16,-10,2,7,2023
429,4,2023-02-16,-128,2,7,2023
430,5,2023-02-16,-6,2,7,2023
431,1,2023-02-17,-244,2,7,2023
432,2,2023-02-17,-21,2,7,2023
433,3,2023-02-17,-9,2,7,2023
434,4,2023-02-17,-122,2,7,2023
435,5,2023-02-17,-5,2,7,2023
436,1,2023-02-18,-232,2,7,2023
437,2,2023-02-18,-27,2,7,2023
438,3,2023-02-18,-12,2,7,2023
439,4,2023-02-18,-126,2,7,2023
440,5,2023-02-18,-5,2,7,2023
441,1,2023-02-19,-278,2,7,2023
442,2,2023-02-19,-31,2,7,2023
443,3,2023-02-19,-13,2,7,2023
444,4,2023-02-19,-135,2,7,2023
445,5,2023-02-19,-6,2,7,2023
446,1,2023-02-20,-170,2,8,2023
447,2,2023-02-20,-29,2,8,2023
448,3,2023-02-20,-4,2,8,2023
449,4,2023-02-20,-113,2,8,2023
450,5,2023-02-20,-7,2,8,2023
451,1,2023-02-21,-201,2,8,2023
452,2,2023-02-21,-19,2,8,2023
453,3,2023-02-21,-3,2,8,2023
454,4,2023-02-21,-150,2,8,2023
455,5,2023-02-21,-5,2,8,2023
456,1,2023-02-22,-151,2,8,2023
457,2,2023-02-22,-29,2,8,2023
458,3,2023-02-22,-11,2,8,2023
459,4,2023-02-22,-133,2,8,2023
460,5,2023-02-22,-6,2,8,2023
461,1,2023-02-23,-229,2,8,2023
462,2,2023-02-23,-28,2,8,2023
463,3,2023-02-23,-26,2,8,2023
464,4,2023-02-23,-123,2,8,2023
465,5,2023-02-23,-5,2,8,2023
466,1,2023-02-24,-191,2,8,2023
467,2,2023-02-24,-27,2,8,2023
468,3,2023-02-24,-13,2,8,2023
469,4,2023-02-24,-109,2,8,2023
470,5,2023-02-24,-7,2,8,2023
471,1,2023-02-25,-277,2,8,2023
472,2,2023-02-25,-28,2,8,2023
473,3,2023-02-25,-9,2,8,2023
474,4,2023-02-25,-142,2,8,2023
475,5,2023-02-25,-6,2,8,2023
476,1,2023-02-26,-189,2,8,2023
477,2,2023-02-26,-29,2,8,2023
478,3,2023-02-26,-10,2,8,2023
479,4,2023-02-26,-164,2,8,2023
480,5,2023-02-26,-6,2,8,2023
481,1,2023-02-27,-177,2,9,2023
482,2,2023-02-27,-12,2,9,2023
483,3,2023-02-27,-12,2,9,2023
484,4,2023-02-27,-163,2,9,2023
485,5,2023-02-27,-5,2,9,2023
486,1,2023-02-28,-85,2,9,2023
487,2,2023-02-28,-51,2,9,2023
488,3,2023-02-28,-12,2,9,2023
489,4,2023-02-28,-95,2,9,2023
490,5,2023-02-28,-6,2,9,2023
491,1,2023-03-01,-190,2,9,2023
492,2,2023-03-01,-26,2,9,2023
493,3,2023-03-01,-10,2,9,2023
494,4,2023-03-01,-126,2,9,2023
495,5,2023-03-01,-5,2,9,2023
496,1,2023-03-02,-177,2,9,2023
497,2,2023-03-02,-30,2,9,2023
498,3,2023-03-02,-12,2,9,2023
499,4,2023-03-02,-135,2,9,2023
500,5,2023-03-02,-6,2,9,2023
501,1,2023-03-03,-236,2,9,2023
502,2,2023-03-03,-29,2,9,2023
503,3,2023-03-03,-12,2,9,2023
504,4,2023-03-03,-143,2,9,2023
505,5,2023-03-03,-2,2,9,2023
506,1,2023-03-04,-322,2,9,2023
507,2,2023-03-04,-36,2,9,2023
508,3,2023-03-04,-14,2,9,2023
509,4,2023-03-04,-110,2,9,2023
510,5,2023-03-04,-5,2,9,2023
511,1,2023-03-05,-307,2,9,2023
512,2,2023-03-05,-33,2,9,2023
513,3,2023-03-05,-11,2,9,2023
514,4,2023-03-05,-134,2,9,2023
515,5,2023-03-05,-1,2,9,2023
516,1,2023-03-06,-190,2,10,2023
517,2,2023-03-06,-30,2,10,2023
518,3,2023-03-06,-9,2,10,2023
519,4,2023-03-06,-108,2,10,2023
520,5,2023-03-06,-5,2,10,2023
521,1,2023-03-07,-225,2,10,2023
522,2,2023-03-07,-29,2,10,2023
523,3,2023-03-07,-11,2,10,2023
524,4,2023-03-07,-82,2,10,2023
525,5,2023-03-07,-5,2,10,2023
526,1,2023-03-08,-185,2,10,2023
527,2,2023-03-08,-43,2,10,2023
528,3,2023-03-08,-12,2,10,2023
529,4,2023-03-08,-121,2,10,2023
530,5,2023-03-08,-4,2,10,2023
531,1,2023-03-09,-246,2,10,2023
532,2,2023-03-09,-26,2,10,2023
533,3,2023-03-09,-13,2,10,2023
534,4,2023-03-09,-121,2,10,2023
535,5,2023-03-09,-7,2,10,2023
536,1,2023-03-10,-579,2,10,2023
537,2,2023-03-10,-53,2,10,2023
538,3,2023-03-10,-17,2,10,2023
539,4,2023-03-10,-213,2,10,2023
540,5,2023-03-10,-8,2,10,2023
541,1,2023-03-11,-387,2,10,2023
542,2,2023-03-11,-17,2,10,2023
543,3,2023-03-11,-21,2,10,2023
544,4,2023-03-11,-249,2,10,2023
545,5,2023-03-11,-7,2,10,2023
546,1,2023-03-12,-343,2,10,2023
547,2,2023-03-12,-53,2,10,2023
548,3,2023-03-12,-22,2,10,2023
549,4,2023-03-12,-188,2,10,2023
550,5,2023-03-12,-7,2,10,2023
551,1,2023-03-13,-318,2,11,2023
552,2,2023-03-13,-46,2,11,2023
553,3,2023-03-13,-19,2,11,2023
554,4,2023-03-13,-279,2,11,2023
555,5,2023-03-13,-10,2,11,2023
556,1,2023-03-14,-318,2,11,2023
557,2,2023-03-14,-45,2,11,2023
558,3,2023-03-14,-20,2,11,2023
559,4,2023-03-14,-269,2,11,2023
560,5,2023-03-14,-10,2,11,2023
561,1,2023-03-15,-322,2,11,2023
562,2,2023-03-15,-45,2,11,2023
563,3,2023-03-15,-18,2,11,2023
564,4,2023-03-15,-279,2,11,2023
565,5,2023-03-15,-11,2,11,2023
566,1,2023-03-16,-425,2,11,2023
567,2,2023-03-16,-52,2,11,2023
568,3,2023-03-16,-20,2,11,2023
569,4,2023-03-16,-235,2,11,2023
570,5,2023-03-16,-11,2,11,2023
571,1,2023-03-17,-500,2,11,2023
572,2,2023-03-17,-67,2,11,2023
573,3,2023-03-17,-26,2,11,2023
574,4,2023-03-17,-278,2,11,2023
575,5,2023-03-17,-9,2,11,2023
576,1,2023-03-18,-410,2,11,2023
577,2,2023-03-18,-54,2,11,2023
578,3,2023-03-18,-25,2,11,2023
579,4,2023-03-18,-161,2,11,2023
580,5,2023-03-18,-10,2,11,2023
581,1,2023-03-19,-428,2,11,2023
582,2,2023-03-19,-45,2,11,2023
583,3,2023-03-19,-22,2,11,2023
584,4,2023-03-19,-208,2,11,2023
585,5,2023-03-19,-12,2,11,2023
586,1,2023-03-20,-359,2,12,2023
587,2,2023-03-20,-48,2,12,2023
588,3,2023-03-20,-24,2,12,2023
589,4,2023-03-20,-224,2,12,2023
590,5,2023-03-20,-11,2,12,2023
591,1,2023-03-21,-369,2,12,2023
592,2,2023-03-21,-28,2,12,2023
593,3,2023-03-21,-22,2,12,2023
594,4,2023-03-21,-201,2,12,2023
595,5,2023-03-21,-12,2,12,2023
596,1,2023-03-22,-123,2,12,2023
597,2,2023-03-22,-65,2,12,2023
598,3,2023-03-22,-16,2,12,2023
599,4,2023-03-22,-179,2,12,2023
600,5,2023-03-22,-11,2,12,2023
601,1,2023-03-23,-394,2,12,2023
602,2,2023-03-23,-61,2,12,2023
603,3,2023-03-23,-19,2,12,2023
604,4,2023-03-23,-186,2,12,2023
605,5,2023-03-23,-11,2,12,2023
606,1,2023-03-24,-319,2,12,2023
607,2,2023-03-24,-54,2,12,2023
608,3,2023-03-24,-3,2,12,2023
609,4,2023-03-24,-340,2,12,2023
610,5,2023-03-24,-8,2,12,2023
611,1,2023-03-25,-485,2,12,2023
612,2,2023-03-25,-60,2,12,2023
613,3,2023-03-25,-19,2,12,2023
614,4,2023-03-25,-71,2,12,2023
615,5,2023-03-25,-10,2,12,2023
616,1,2023-03-26,-438,2,12,2023
617,2,2023-03-26,-55,2,12,2023
618,3,2023-03-26,-47,2,12,2023
619,4,2023-03-26,-238,2,12,2023
620,5,2023-03-26,-14,2,12,2023
621,1,2023-03-27,-358,2,13,2023
622,3,2023-03-27,-24,2,13,2023
623,4,2023-03-27,-224,2,13,2023
624,5,2023-03-27,-9,2,13,2023
625,1,2023-03-28,-294,2,13,2023
626,2,2023-03-28,-47,2,13,2023
627,3,2023-03-28,-22,2,13,2023
628,4,2023-03-28,-214,2,13,2023
629,5,2023-03-28,-10,2,13,2023
630,1,2023-03-29,-430,2,13,2023
631,2,2023-03-29,-47,2,13,2023
632,3,2023-03-29,-30,2,13,2023
633,4,2023-03-29,-185,2,13,2023
634,5,2023-03-29,-9,2,13,2023
635,1,2023-03-30,-92,2,13,2023
636,2,2023-03-30,-54,2,13,2023
637,3,2023-03-30,-19,2,13,2023
638,4,2023-03-30,-213,2,13,2023
639,5,2023-03-30,-9,2,13,2023
640,1,2023-03-31,-282,2,13,2023
641,2,2023-03-31,-41,2,13,2023
642,3,2023-03-31,-16,2,13,2023
643,4,2023-03-31,-190,2,13,2023
644,5,2023-03-31,-11,2,13,2023
645,1,2023-04-01,-470,2,13,2023
646,2,2023-04-01,-81,2,13,2023
647,3,2023-04-01,-16,2,13,2023
648,4,2023-04-01,-257,2,13,2023
649,5,2023-04-01,-13,2,13,2023
650,1,2023-04-02,-454,2,13,2023
651,2,2023-04-02,-71,2,13,2023
652,3,2023-04-02,-20,2,13,2023
653,4,2023-04-02,-308,2,13,2023
654,5,2023-04-02,-12,2,13,2023
655,1,2023-04-03,-410,2,14,2023
656,2,2023-04-03,-38,2,14,2023
657,3,2023-04-03,-21,2,14,2023
658,4,2023-04-03,-123,2,14,2023
659,5,2023-04-03,-11,2,14,2023
660,1,2023-04-04,-352,2,14,2023
661,2,2023-04-04,-70,2,14,2023
662,3,2023-04-04,-25,2,14,2023
663,4,2023-04-04,-91,2,14,2023
664,5,2023-04-04,-11,2,14,2023
665,1,2023-04-05,-579,2,14,2023
666,2,2023-04-05,-61,2,14,2023
667,3,2023-04-05,-29,2,14,2023
